qcl_item_code,qcl_item,fbs_item_code,fbs_item,kcal_per_100g,mapping_status,mapping_method,fbs_candidates,kcal_basis,kcal_n_obs,kcal_q25,kcal_q75,kcal_dispersion_high,equivalence_ratio,equivalence_n_obs,equivalence_share_within_tol,equivalence_warning,needs_manual,needs_manual_reason,built_at
550,Currants,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
552,Blueberries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
554,Cranberries,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
558,Other berries and fruits of the genus vaccinium n.e.c.,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
560,Grapes,2620,Grapes and products (excl wine),67.34507042253522,mapped,fao_default_composition,2620,consumers_above_min_kg,1127,65.38744692558737,71.31315258661604,0,1.0,883,0.8029445073612684,0,0,,2026-09-13T12:48:00+00:00
567,Watermelons,2605,"Vegetables, other",24.827868852459016,resolved_ambiguous,production_equivalence,2605|2625,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
568,Cantaloupes and other melons,2605,"Vegetables, other",24.827868852459016,resolved_ambiguous,production_equivalence,2605|2625,consumers_above_min_kg,1731,21.45220931166299,27.867004063906144,0,1.0004181910296115,1716,0.743006993006993,0,0,,2026-09-13T12:48:00+00:00
569,Figs,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
571,"Mangoes, guavas and mangosteens",2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
572,Avocados,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
574,Pineapples,2618,Pineapples and products,20.487759213852613,mapped,fao_default_composition,2618,consumers_above_min_kg,1226,13.448340416919653,28.733297974337532,1,0.9999118488039271,737,0.6635006784260515,0,0,,2026-09-13T12:48:00+00:00
577,Dates,2619,Dates,202.87174861076915,mapped,fao_default_composition,2619,consumers_above_min_kg,226,201.30347362519228,205.4555131708759,0,0.9998824461269761,314,0.7261146496815286,0,0,,2026-09-13T12:48:00+00:00
587,Persimmons,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
591,Cashewapple,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
592,Kiwi fruit,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
600,Papayas,2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
603,"Other tropical fruits, n.e.c.",2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
619,"Other fruits, n.e.c.",2625,"Fruits, other",46.225880551301685,mapped,fao_default_composition,2625,consumers_above_min_kg,1717,41.57826086956522,51.766269841269846,0,1.000234975835593,1703,0.6946564885496184,0,0,,2026-09-13T12:48:00+00:00
656,"Coffee, green",2630,Coffee and products,32.718468468468465,mapped,fao_default_composition,2630,consumers_above_min_kg,1135,26.673815789473686,36.5,0,0.9987443206484751,701,0.4893009985734665,0,0,,2026-09-13T12:48:00+00:00
661,Cocoa beans,2633,Cocoa Beans and products,665.6017152103559,mapped,fao_default_composition,2633,consumers_above_min_kg,770,433.9156930580763,899.9237946428572,1,0.9993341319445708,526,0.4524714828897338,0,0,,2026-09-13T12:48:00+00:00
667,Tea leaves,2635,Tea (including mate),13.824580915538363,mapped,fao_default_composition,2635,consumers_above_min_kg,416,3.7016952948261816,14.003378898729304,1,0.9583629763033288,444,0.38063063063063063,0,0,,2026-09-13T12:48:00+00:00
671,Maté leaves,2635,Tea (including mate),13.824580915538363,mapped,fao_default_composition,2635,consumers_above_min_kg,416,3.7016952948261816,14.003378898729304,1,0.9583629763033288,444,0.38063063063063063,0,0,,2026-09-13T12:48:00+00:00
677,Hop cones,,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
687,"Pepper (Piper spp.), raw",2640,Pepper,300.3276699029126,mapped,fao_default_composition,2640,consumers_above_min_kg,23,299.9411816269285,300.57968532442214,0,0.9176248199161291,415,0.26987951807228916,1,0,,2026-09-13T12:48:00+00:00
689,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2641,Pimento,319.5746460746461,mapped,fao_default_composition,2641,consumers_above_min_kg,177,319.3224568138196,319.80952380952385,0,0.9967051070840197,533,0.5553470919324578,0,0,,2026-09-13T12:48:00+00:00
692,"Vanilla, raw",2645,"Spices, Other",274.6872857331224,mapped,fao_default_composition,2645,consumers_above_min_kg,416,241.08788407393806,306.8843107364897,0,0.9959708583659654,886,0.43340857787810383,0,0,,2026-09-13T12:48:00+00:00
693,"Cinnamon and cinnamon-tree flowers, raw",2645,"Spices, Other",274.6872857331224,mapped,fao_default_composition,2645,consumers_above_min_kg,416,241.08788407393806,306.8843107364897,0,0.9959708583659654,886,0.43340857787810383,0,0,,2026-09-13T12:48:00+00:00
698,"Cloves (whole stems), raw",2642,Cloves,237.25,mapped,fao_default_composition,2642,all_consumers,531,182.5,261.5833333333333,0,0.9596702876114882,100,0.46,0,0,,2026-09-13T12:48:00+00:00
702,"Nutmeg, mace, cardamoms, raw",2645,"Spices, Other",274.6872857331224,mapped,fao_default_composition,2645,consumers_above_min_kg,416,241.08788407393806,306.8843107364897,0,0.9959708583659654,886,0.43340857787810383,0,0,,2026-09-13T12:48:00+00:00
711,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2645,"Spices, Other",274.6872857331224,mapped,fao_default_composition,2645,consumers_above_min_kg,416,241.08788407393806,306.8843107364897,0,0.9959708583659654,886,0.43340857787810383,0,0,,2026-09-13T12:48:00+00:00
720,"Ginger, raw",2645,"Spices, Other",274.6872857331224,mapped,fao_default_composition,2645,consumers_above_min_kg,416,241.08788407393806,306.8843107364897,0,0.9959708583659654,886,0.43340857787810383,0,0,,2026-09-13T12:48:00+00:00
723,"Other stimulant, spice and aromatic crops, n.e.c.",2645,"Spices, Other",274.6872857331224,mapped,fao_default_composition,2645,consumers_above_min_kg,416,241.08788407393806,306.8843107364897,0,0.9959708583659654,886,0.43340857787810383,0,0,,2026-09-13T12:48:00+00:00
748,"Peppermint, spearmint",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
754,"Pyrethrum, dried flowers",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
771,"Flax, raw or retted",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
777,"True hemp, raw or retted",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
780,"Jute, raw or retted",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
782,"Kenaf, and other textile bast fibres, raw or retted",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
788,"Ramie, raw or retted",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
789,"Sisal, raw",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
800,"Agave fibres, raw, n.e.c.",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
809,"Abaca, manila hemp, raw",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
813,"Coir, raw",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
821,"Other fibre crops, raw, n.e.c.",,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
826,Unmanufactured tobacco,,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
836,Natural rubber in primary forms,,,,unmapped,,,,,,,,,,,,1,no FBS item lists this crop in its FAO default composition; kcal_per_100g not derivable from FBS,2026-09-13T12:48:00+00:00
